student_name,enrollment_number,branch,date,present,course,year_semester
Student_3,21370719,METALLURGY,2026-04-07,1,Materials Science,2-1
Student_3,21370719,METALLURGY,2026-04-07,1,MSI,2-1
Student_4,24274216,METALLURGY,2026-04-01,1,Extractive Metallurgy,2-1
Student_4,24274216,METALLURGY,2026-04-01,1,Physical Metallurgy,2-1
Student_4,24274216,METALLURGY,2026-04-01,1,Materials Science,2-1
Student_4,24274216,METALLURGY,2026-04-01,1,MSI,2-1
Student_4,24274216,METALLURGY,2026-04-02,0,Extractive Metallurgy,2-1
Student_4,24274216,METALLURGY,2026-04-02,1,Physical Metallurgy,2-1
Student_4,24274216,METALLURGY,2026-04-02,1,Materials Science,2-1
Student_4,24274216,METALLURGY,2026-04-02,1,MSI,2-1
Student_4,24274216,METALLURGY,2026-04-03,1,Extractive Metallurgy,2-1
Student_4,24274216,METALLURGY,2026-04-03,1,Physical Metallurgy,2-1
Student_4,24274216,METALLURGY,2026-04-03,1,Materials Science,2-1
Student_4,24274216,METALLURGY,2026-04-03,1,MSI,2-1
Student_4,24274216,METALLURGY,2026-04-04,0,Extractive Metallurgy,2-1
Student_4,24274216,METALLURGY,2026-04-04,1,Physical Metallurgy,2-1
Student_4,24274216,METALLURGY,2026-04-04,1,Materials Science,2-1
Student_4,24274216,METALLURGY,2026-04-04,1,MSI,2-1
Student_4,24274216,METALLURGY,2026-04-05,1,Extractive Metallurgy,2-1
Student_4,24274216,METALLURGY,2026-04-05,0,Physical Metallurgy,2-1
Student_4,24274216,METALLURGY,2026-04-05,1,Materials Science,2-1
Student_4,24274216,METALLURGY,2026-04-05,0,MSI,2-1
Student_4,24274216,METALLURGY,2026-04-06,0,Extractive Metallurgy,2-1
Student_4,24274216,METALLURGY,2026-04-06,1,Physical Metallurgy,2-1
Student_4,24274216,METALLURGY,2026-04-06,1,Materials Science,2-1
Student_4,24274216,METALLURGY,2026-04-06,1,MSI,2-1
Student_4,24274216,METALLURGY,2026-04-07,1,Extractive Metallurgy,2-1
Student_4,24274216,METALLURGY,2026-04-07,1,Physical Metallurgy,2-1
Student_4,24274216,METALLURGY,2026-04-07,1,Materials Science,2-1
Student_4,24274216,METALLURGY,2026-04-07,1,MSI,2-1
Student_5,22503536,CHEMICAL,2026-04-01,0,Process Control,2-1
Student_5,22503536,CHEMICAL,2026-04-01,0,Reactions,2-1
Student_5,22503536,CHEMICAL,2026-04-01,1,Separation,2-1
Student_5,22503536,CHEMICAL,2026-04-01,0,Data Science,2-1
Student_5,22503536,CHEMICAL,2026-04-02,1,Process Control,2-1
Student_5,22503536,CHEMICAL,2026-04-02,1,Reactions,2-1
Student_5,22503536,CHEMICAL,2026-04-02,0,Separation,2-1
Student_5,22503536,CHEMICAL,2026-04-02,1,Data Science,2-1
Student_5,22503536,CHEMICAL,2026-04-03,0,Process Control,2-1
Student_5,22503536,CHEMICAL,2026-04-03,0,Reactions,2-1
Student_5,22503536,CHEMICAL,2026-04-03,1,Separation,2-1
Student_5,22503536,CHEMICAL,2026-04-03,1,Data Science,2-1
Student_5,22503536,CHEMICAL,2026-04-04,1,Process Control,2-1
Student_5,22503536,CHEMICAL,2026-04-04,0,Reactions,2-1
Student_5,22503536,CHEMICAL,2026-04-04,0,Separation,2-1
Student_5,22503536,CHEMICAL,2026-04-04,0,Data Science,2-1
Student_5,22503536,CHEMICAL,2026-04-05,1,Process Control,2-1
Student_5,22503536,CHEMICAL,2026-04-05,0,Reactions,2-1
Student_5,22503536,CHEMICAL,2026-04-05,0,Separation,2-1
Student_5,22503536,CHEMICAL,2026-04-05,1,Data Science,2-1
Student_5,22503536,CHEMICAL,2026-04-06,1,Process Control,2-1
Student_5,22503536,CHEMICAL,2026-04-06,1,Reactions,2-1
Student_5,22503536,CHEMICAL,2026-04-06,0,Separation,2-1
Student_5,22503536,CHEMICAL,2026-04-06,1,Data Science,2-1
Student_5,22503536,CHEMICAL,2026-04-07,1,Process Control,2-1
Student_5,22503536,CHEMICAL,2026-04-07,1,Reactions,2-1
Student_5,22503536,CHEMICAL,2026-04-07,1,Separation,2-1
Student_5,22503536,CHEMICAL,2026-04-07,0,Data Science,2-1
Student_6,24523943,CE,2026-04-01,0,Structures,2-1
Student_6,24523943,CE,2026-04-01,1,Geotech,2-1
Student_6,24523943,CE,2026-04-01,1,Mechanics of materials,2-1
Student_6,24523943,CE,2026-04-01,1,MSI,2-1
Student_6,24523943,CE,2026-04-02,1,Structures,2-1
Student_6,24523943,CE,2026-04-02,1,Geotech,2-1
Student_6,24523943,CE,2026-04-02,1,Mechanics of materials,2-1
Student_6,24523943,CE,2026-04-02,1,MSI,2-1
Student_6,24523943,CE,2026-04-03,1,Structures,2-1
Student_6,24523943,CE,2026-04-03,1,Geotech,2-1
Student_6,24523943,CE,2026-04-03,0,Mechanics of materials,2-1
Student_6,24523943,CE,2026-04-03,1,MSI,2-1
Student_6,24523943,CE,2026-04-04,1,Structures,2-1
Student_6,24523943,CE,2026-04-04,0,Geotech,2-1
Student_6,24523943,CE,2026-04-04,0,Mechanics of materials,2-1
Student_6,24523943,CE,2026-04-04,1,MSI,2-1
Student_6,24523943,CE,2026-04-05,0,Structures,2-1
Student_6,24523943,CE,2026-04-05,0,Geotech,2-1
Student_6,24523943,CE,2026-04-05,1,Mechanics of materials,2-1
Student_6,24523943,CE,2026-04-05,0,MSI,2-1
Student_6,24523943,CE,2026-04-06,1,Structures,2-1
Student_6,24523943,CE,2026-04-06,1,Geotech,2-1
Student_6,24523943,CE,2026-04-06,1,Mechanics of materials,2-1
Student_6,24523943,CE,2026-04-06,1,MSI,2-1
Student_6,24523943,CE,2026-04-07,1,Structures,2-1
Student_6,24523943,CE,2026-04-07,0,Geotech,2-1
Student_6,24523943,CE,2026-04-07,1,Mechanics of materials,2-1
Student_6,24523943,CE,2026-04-07,1,MSI,2-1
Student_7,25527947,MATH,2026-04-01,1,Calculus,2-1
Student_7,25527947,MATH,2026-04-01,1,Linear Algebra,2-1
Student_7,25527947,MATH,2026-04-01,1,Probability,2-1
Student_7,25527947,MATH,2026-04-01,1,Data Science,2-1
Student_7,25527947,MATH,2026-04-02,1,Calculus,2-1
Student_7,25527947,MATH,2026-04-02,1,Linear Algebra,2-1
Student_7,25527947,MATH,2026-04-02,1,Probability,2-1
Student_7,25527947,MATH,2026-04-02,1,Data Science,2-1
Student_7,25527947,MATH,2026-04-03,1,Calculus,2-1
Student_7,25527947,MATH,2026-04-03,1,Linear Algebra,2-1
Student_7,25527947,MATH,2026-04-03,0,Probability,2-1
Student_7,25527947,MATH,2026-04-03,1,Data Science,2-1
Student_7,25527947,MATH,2026-04-04,1,Calculus,2-1
Student_7,25527947,MATH,2026-04-04,1,Linear Algebra,2-1
Student_7,25527947,MATH,2026-04-04,0,Probability,2-1
Student_7,25527947,MATH,2026-04-04,0,Data Science,2-1
Student_7,25527947,MATH,2026-04-05,1,Calculus,2-1
Student_7,25527947,MATH,2026-04-05,0,Linear Algebra,2-1
Student_7,25527947,MATH,2026-04-05,0,Probability,2-1
Student_7,25527947,MATH,2026-04-05,0,Data Science,2-1
Student_7,25527947,MATH,2026-04-06,1,Calculus,2-1
Student_7,25527947,MATH,2026-04-06,1,Linear Algebra,2-1
Student_7,25527947,MATH,2026-04-06,1,Probability,2-1
Student_7,25527947,MATH,2026-04-06,0,Data Science,2-1
Student_7,25527947,MATH,2026-04-07,0,Calculus,2-1
Student_7,25527947,MATH,2026-04-07,1,Linear Algebra,2-1
Student_7,25527947,MATH,2026-04-07,1,Probability,2-1
Student_7,25527947,MATH,2026-04-07,1,Data Science,2-1
Student_8,23364169,CSE,2026-04-01,1,DSA,2-1
Student_8,23364169,CSE,2026-04-01,0,OS,2-1
Student_8,23364169,CSE,2026-04-01,0,DBMS,2-1
Student_8,23364169,CSE,2026-04-01,1,Data Science,2-1
Student_8,23364169,CSE,2026-04-02,1,DSA,2-1
Student_8,23364169,CSE,2026-04-02,1,OS,2-1
Student_8,23364169,CSE,2026-04-02,1,DBMS,2-1
Student_8,23364169,CSE,2026-04-02,0,Data Science,2-1
Student_8,23364169,CSE,2026-04-03,1,DSA,2-1
Student_8,23364169,CSE,2026-04-03,1,OS,2-1
Student_8,23364169,CSE,2026-04-03,1,DBMS,2-1
Student_8,23364169,CSE,2026-04-03,1,Data Science,2-1
Student_8,23364169,CSE,2026-04-04,1,DSA,2-1
Student_8,23364169,CSE,2026-04-04,1,OS,2-1
Student_8,23364169,CSE,2026-04-04,0,DBMS,2-1
Student_8,23364169,CSE,2026-04-04,0,Data Science,2-1
Student_8,23364169,CSE,2026-04-05,0,DSA,2-1
Student_8,23364169,CSE,2026-04-05,1,OS,2-1
Student_8,23364169,CSE,2026-04-05,0,DBMS,2-1
Student_8,23364169,CSE,2026-04-05,1,Data Science,2-1
Student_8,23364169,CSE,2026-04-06,1,DSA,2-1
Student_8,23364169,CSE,2026-04-06,1,OS,2-1
Student_8,23364169,CSE,2026-04-06,1,DBMS,2-1
Student_8,23364169,CSE,2026-04-06,1,Data Science,2-1
Student_8,23364169,CSE,2026-04-07,1,DSA,2-1
Student_8,23364169,CSE,2026-04-07,1,OS,2-1
Student_8,23364169,CSE,2026-04-07,1,DBMS,2-1
Student_8,23364169,CSE,2026-04-07,1,Data Science,2-1
Student_9,24778783,CE,2026-04-01,1,Structures,2-1
Student_9,24778783,CE,2026-04-01,1,Geotech,2-1
Student_9,24778783,CE,2026-04-01,0,Mechanics of materials,2-1
Student_9,24778783,CE,2026-04-01,1,MSI,2-1
Student_9,24778783,CE,2026-04-02,0,Structures,2-1
Student_9,24778783,CE,2026-04-02,1,Geotech,2-1
Student_9,24778783,CE,2026-04-02,0,Mechanics of materials,2-1
Student_9,24778783,CE,2026-04-02,1,MSI,2-1
Student_9,24778783,CE,2026-04-03,1,Structures,2-1
Student_9,24778783,CE,2026-04-03,1,Geotech,2-1
Student_9,24778783,CE,2026-04-03,1,Mechanics of materials,2-1
Student_9,24778783,CE,2026-04-03,1,MSI,2-1
Student_9,24778783,CE,2026-04-04,1,Structures,2-1
Student_9,24778783,CE,2026-04-04,1,Geotech,2-1
Student_9,24778783,CE,2026-04-04,0,Mechanics of materials,2-1
Student_9,24778783,CE,2026-04-04,1,MSI,2-1
Student_9,24778783,CE,2026-04-05,0,Structures,2-1
Student_9,24778783,CE,2026-04-05,0,Geotech,2-1
Student_9,24778783,CE,2026-04-05,0,Mechanics of materials,2-1
Student_9,24778783,CE,2026-04-05,1,MSI,2-1
Student_9,24778783,CE,2026-04-06,1,Structures,2-1
Student_9,24778783,CE,2026-04-06,0,Geotech,2-1
Student_9,24778783,CE,2026-04-06,1,Mechanics of materials,2-1
Student_9,24778783,CE,2026-04-06,0,MSI,2-1
Student_9,24778783,CE,2026-04-07,0,Structures,2-1
Student_9,24778783,CE,2026-04-07,0,Geotech,2-1
Student_9,24778783,CE,2026-04-07,1,Mechanics of materials,2-1
Student_9,24778783,CE,2026-04-07,1,MSI,2-1
Student_10,22537697,CHEMICAL,2026-04-01,0,Process Control,2-1
Student_10,22537697,CHEMICAL,2026-04-01,1,Reactions,2-1
Student_10,22537697,CHEMICAL,2026-04-01,1,Separation,2-1
Student_10,22537697,CHEMICAL,2026-04-01,1,Data Science,2-1
Student_10,22537697,CHEMICAL,2026-04-02,0,Process Control,2-1
Student_10,22537697,CHEMICAL,2026-04-02,1,Reactions,2-1
Student_10,22537697,CHEMICAL,2026-04-02,1,Separation,2-1
Student_10,22537697,CHEMICAL,2026-04-02,1,Data Science,2-1
Student_10,22537697,CHEMICAL,2026-04-03,1,Process Control,2-1
Student_10,22537697,CHEMICAL,2026-04-03,0,Reactions,2-1
Student_10,22537697,CHEMICAL,2026-04-03,1,Separation,2-1
Student_10,22537697,CHEMICAL,2026-04-03,1,Data Science,2-1
Student_10,22537697,CHEMICAL,2026-04-04,0,Process Control,2-1
Student_10,22537697,CHEMICAL,2026-04-04,0,Reactions,2-1
Student_10,22537697,CHEMICAL,2026-04-04,0,Separation,2-1
Student_10,22537697,CHEMICAL,2026-04-04,0,Data Science,2-1
Student_10,22537697,CHEMICAL,2026-04-05,1,Process Control,2-1
Student_10,22537697,CHEMICAL,2026-04-05,1,Reactions,2-1
Student_10,22537697,CHEMICAL,2026-04-05,0,Separation,2-1
Student_10,22537697,CHEMICAL,2026-04-05,0,Data Science,2-1
Student_10,22537697,CHEMICAL,2026-04-06,0,Process Control,2-1
Student_10,22537697,CHEMICAL,2026-04-06,0,Reactions,2-1
Student_10,22537697,CHEMICAL,2026-04-06,1,Separation,2-1
Student_10,22537697,CHEMICAL,2026-04-06,1,Data Science,2-1
Student_10,22537697,CHEMICAL,2026-04-07,0,Process Control,2-1
Student_10,22537697,CHEMICAL,2026-04-07,1,Reactions,2-1
Student_10,22537697,CHEMICAL,2026-04-07,1,Separation,2-1
Student_10,22537697,CHEMICAL,2026-04-07,1,Data Science,2-1
Student_11,20081115,ECE,2026-04-01,0,Signals,2-1
Student_11,20081115,ECE,2026-04-01,1,semiconductors,2-1
Student_11,20081115,ECE,2026-04-01,1,python,2-1
Student_11,20081115,ECE,2026-04-01,1,MSI,2-1
Student_11,20081115,ECE,2026-04-02,1,Signals,2-1
Student_11,20081115,ECE,2026-04-02,1,semiconductors,2-1
Student_11,20081115,ECE,2026-04-02,1,python,2-1
Student_11,20081115,ECE,2026-04-02,1,MSI,2-1
Student_11,20081115,ECE,2026-04-03,1,Signals,2-1
Student_11,20081115,ECE,2026-04-03,1,semiconductors,2-1
Student_11,20081115,ECE,2026-04-03,1,python,2-1
Student_11,20081115,ECE,2026-04-03,1,MSI,2-1
Student_11,20081115,ECE,2026-04-04,0,Signals,2-1
Student_11,20081115,ECE,2026-04-04,1,semiconductors,2-1
Student_11,20081115,ECE,2026-04-04,1,python,2-1
Student_11,20081115,ECE,2026-04-04,0,MSI,2-1
Student_11,20081115,ECE,2026-04-05,0,Signals,2-1
Student_11,20081115,ECE,2026-04-05,1,semiconductors,2-1
Student_11,20081115,ECE,2026-04-05,0,python,2-1
Student_11,20081115,ECE,2026-04-05,1,MSI,2-1
Student_11,20081115,ECE,2026-04-06,1,Signals,2-1
Student_11,20081115,ECE,2026-04-06,1,semiconductors,2-1
Student_11,20081115,ECE,2026-04-06,1,python,2-1
Student_11,20081115,ECE,2026-04-06,1,MSI,2-1
Student_11,20081115,ECE,2026-04-07,1,Signals,2-1
Student_11,20081115,ECE,2026-04-07,0,semiconductors,2-1
Student_11,20081115,ECE,2026-04-07,1,python,2-1
Student_11,20081115,ECE,2026-04-07,1,MSI,2-1
Student_12,22786573,MATH,2026-04-01,1,Calculus,2-1
Student_12,22786573,MATH,2026-04-01,1,Linear Algebra,2-1
Student_12,22786573,MATH,2026-04-01,1,Probability,2-1
Student_12,22786573,MATH,2026-04-01,1,Data Science,2-1
Student_12,22786573,MATH,2026-04-02,1,Calculus,2-1
Student_12,22786573,MATH,2026-04-02,0,Linear Algebra,2-1
Student_12,22786573,MATH,2026-04-02,0,Probability,2-1
Student_12,22786573,MATH,2026-04-02,1,Data Science,2-1
Student_12,22786573,MATH,2026-04-03,1,Calculus,2-1
Student_12,22786573,MATH,2026-04-03,1,Linear Algebra,2-1
Student_12,22786573,MATH,2026-04-03,1,Probability,2-1
Student_12,22786573,MATH,2026-04-03,1,Data Science,2-1
Student_12,22786573,MATH,2026-04-04,0,Calculus,2-1
Student_12,22786573,MATH,2026-04-04,0,Linear Algebra,2-1
Student_12,22786573,MATH,2026-04-04,0,Probability,2-1
Student_12,22786573,MATH,2026-04-04,1,Data Science,2-1
Student_12,22786573,MATH,2026-04-05,0,Calculus,2-1
Student_12,22786573,MATH,2026-04-05,0,Linear Algebra,2-1
Student_12,22786573,MATH,2026-04-05,0,Probability,2-1
Student_12,22786573,MATH,2026-04-05,0,Data Science,2-1
Student_12,22786573,MATH,2026-04-06,1,Calculus,2-1
Student_12,22786573,MATH,2026-04-06,1,Linear Algebra,2-1
Student_12,22786573,MATH,2026-04-06,1,Probability,2-1
Student_12,22786573,MATH,2026-04-06,1,Data Science,2-1
Student_12,22786573,MATH,2026-04-07,1,Calculus,2-1
Student_12,22786573,MATH,2026-04-07,1,Linear Algebra,2-1
Student_12,22786573,MATH,2026-04-07,1,Probability,2-1
Student_12,22786573,MATH,2026-04-07,1,Data Science,2-1
Student_13,22226893,CSE,2026-04-01,0,DSA,2-1
Student_13,22226893,CSE,2026-04-01,1,OS,2-1
Student_13,22226893,CSE,2026-04-01,1,DBMS,2-1
Student_13,22226893,CSE,2026-04-01,1,Data Science,2-1
Student_13,22226893,CSE,2026-04-02,1,DSA,2-1
Student_13,22226893,CSE,2026-04-02,1,OS,2-1
Student_13,22226893,CSE,2026-04-02,1,DBMS,2-1
Student_13,22226893,CSE,2026-04-02,1,Data Science,2-1
Student_13,22226893,CSE,2026-04-03,1,DSA,2-1
Student_13,22226893,CSE,2026-04-03,1,OS,2-1
Student_13,22226893,CSE,2026-04-03,1,DBMS,2-1
Student_13,22226893,CSE,2026-04-03,1,Data Science,2-1
Student_13,22226893,CSE,2026-04-04,1,DSA,2-1
Student_13,22226893,CSE,2026-04-04,0,OS,2-1
Student_13,22226893,CSE,2026-04-04,1,DBMS,2-1
Student_13,22226893,CSE,2026-04-04,0,Data Science,2-1
Student_13,22226893,CSE,2026-04-05,0,DSA,2-1
Student_13,22226893,CSE,2026-04-05,1,OS,2-1
Student_13,22226893,CSE,2026-04-05,1,DBMS,2-1
Student_13,22226893,CSE,2026-04-05,0,Data Science,2-1
Student_13,22226893,CSE,2026-04-06,1,DSA,2-1
Student_13,22226893,CSE,2026-04-06,1,OS,2-1
Student_13,22226893,CSE,2026-04-06,0,DBMS,2-1
Student_13,22226893,CSE,2026-04-06,1,Data Science,2-1
Student_13,22226893,CSE,2026-04-07,1,DSA,2-1
Student_13,22226893,CSE,2026-04-07,1,OS,2-1
Student_13,22226893,CSE,2026-04-07,1,DBMS,2-1
Student_13,22226893,CSE,2026-04-07,1,Data Science,2-1
Student_14,21067767,CE,2026-04-01,0,Structures,2-1
Student_14,21067767,CE,2026-04-01,1,Geotech,2-1
Student_14,21067767,CE,2026-04-01,0,Mechanics of materials,2-1
Student_14,21067767,CE,2026-04-01,0,MSI,2-1
Student_14,21067767,CE,2026-04-02,1,Structures,2-1
Student_14,21067767,CE,2026-04-02,1,Geotech,2-1
Student_14,21067767,CE,2026-04-02,1,Mechanics of materials,2-1
Student_14,21067767,CE,2026-04-02,1,MSI,2-1
Student_14,21067767,CE,2026-04-03,1,Structures,2-1
Student_14,21067767,CE,2026-04-03,1,Geotech,2-1
Student_14,21067767,CE,2026-04-03,1,Mechanics of materials,2-1
Student_14,21067767,CE,2026-04-03,1,MSI,2-1
Student_14,21067767,CE,2026-04-04,0,Structures,2-1
Student_14,21067767,CE,2026-04-04,1,Geotech,2-1
Student_14,21067767,CE,2026-04-04,0,Mechanics of materials,2-1
Student_14,21067767,CE,2026-04-04,1,MSI,2-1
Student_14,21067767,CE,2026-04-05,1,Structures,2-1
Student_14,21067767,CE,2026-04-05,0,Geotech,2-1
Student_14,21067767,CE,2026-04-05,0,Mechanics of materials,2-1
Student_14,21067767,CE,2026-04-05,0,MSI,2-1
Student_14,21067767,CE,2026-04-06,1,Structures,2-1
Student_14,21067767,CE,2026-04-06,1,Geotech,2-1
Student_14,21067767,CE,2026-04-06,1,Mechanics of materials,2-1
Student_14,21067767,CE,2026-04-06,1,MSI,2-1
Student_14,21067767,CE,2026-04-07,1,Structures,2-1
Student_14,21067767,CE,2026-04-07,1,Geotech,2-1
Student_14,21067767,CE,2026-04-07,0,Mechanics of materials,2-1
Student_14,21067767,CE,2026-04-07,1,MSI,2-1
Student_15,20204895,CSE,2026-04-01,1,DSA,2-1
Student_15,20204895,CSE,2026-04-01,1,OS,2-1
Student_15,20204895,CSE,2026-04-01,1,DBMS,2-1
Student_15,20204895,CSE,2026-04-01,0,Data Science,2-1
Student_15,20204895,CSE,2026-04-02,0,DSA,2-1
Student_15,20204895,CSE,2026-04-02,1,OS,2-1
Student_15,20204895,CSE,2026-04-02,0,DBMS,2-1
Student_15,20204895,CSE,2026-04-02,1,Data Science,2-1
Student_15,20204895,CSE,2026-04-03,1,DSA,2-1
Student_15,20204895,CSE,2026-04-03,0,OS,2-1
Student_15,20204895,CSE,2026-04-03,1,DBMS,2-1
Student_15,20204895,CSE,2026-04-03,0,Data Science,2-1
Student_15,20204895,CSE,2026-04-04,1,DSA,2-1
Student_15,20204895,CSE,2026-04-04,0,OS,2-1
Student_15,20204895,CSE,2026-04-04,1,DBMS,2-1
Student_15,20204895,CSE,2026-04-04,1,Data Science,2-1
Student_15,20204895,CSE,2026-04-05,0,DSA,2-1
Student_15,20204895,CSE,2026-04-05,1,OS,2-1
Student_15,20204895,CSE,2026-04-05,1,DBMS,2-1
Student_15,20204895,CSE,2026-04-05,0,Data Science,2-1
Student_15,20204895,CSE,2026-04-06,0,DSA,2-1
Student_15,20204895,CSE,2026-04-06,1,OS,2-1
Student_15,20204895,CSE,2026-04-06,1,DBMS,2-1
Student_15,20204895,CSE,2026-04-06,1,Data Science,2-1
Student_15,20204895,CSE,2026-04-07,1,DSA,2-1
Student_15,20204895,CSE,2026-04-07,1,OS,2-1
Student_15,20204895,CSE,2026-04-07,1,DBMS,2-1
Student_15,20204895,CSE,2026-04-07,1,Data Science,2-1
Student_16,23712574,CHEMICAL,2026-04-01,1,Process Control,2-1
Student_16,23712574,CHEMICAL,2026-04-01,1,Reactions,2-1
Student_16,23712574,CHEMICAL,2026-04-01,1,Separation,2-1
Student_16,23712574,CHEMICAL,2026-04-01,1,Data Science,2-1
Student_16,23712574,CHEMICAL,2026-04-02,1,Process Control,2-1
Student_16,23712574,CHEMICAL,2026-04-02,1,Reactions,2-1
Student_16,23712574,CHEMICAL,2026-04-02,1,Separation,2-1
Student_16,23712574,CHEMICAL,2026-04-02,0,Data Science,2-1
Student_16,23712574,CHEMICAL,2026-04-03,1,Process Control,2-1
Student_16,23712574,CHEMICAL,2026-04-03,1,Reactions,2-1
Student_16,23712574,CHEMICAL,2026-04-03,1,Separation,2-1
Student_16,23712574,CHEMICAL,2026-04-03,0,Data Science,2-1
Student_16,23712574,CHEMICAL,2026-04-04,0,Process Control,2-1
Student_16,23712574,CHEMICAL,2026-04-04,1,Reactions,2-1
Student_16,23712574,CHEMICAL,2026-04-04,1,Separation,2-1
